Date,Task,Estimated Time (hours),Actual Time (hours),Status
2024-06-15,Study Programming,3.0,4.4,Completed
2024-06-15,Housework,1.1,1.1,Completed
2024-06-15,weightlifting,0.5,0.4,Not Completed
2024-06-15,Study Blender,1.3,1.0,Not Completed
2024-06-16,Housework,2.2,1.9,Not Completed
2024-06-16,Study Programming,2.7,3.0,Completed
2024-06-17,Study History,1.7,2.4,Completed
2024-06-17,Yoga,3.5,3.7,Completed
2024-06-17,Reading,2.0,1.8,Not Completed
2024-06-17,Study Blender,3.1,4.3,Completed
2024-06-17,weightlifting,1.2,1.2,Completed
2024-06-18,weightlifting,1.2,1.4,Completed
2024-06-18,Study Blender,1.3,1.4,Completed
2024-06-18,Housework,1.2,1.7,Completed
2024-06-18,Study Programming,3.8,3.1,Not Completed
2024-06-19,Reading,3.0,3.9,Completed
2024-06-19,Yoga,3.9,3.4,Not Completed
2024-06-19,Study Blender,3.6,2.9,Not Completed
2024-06-20,Reading,1.1,1.0,Not Completed
2024-06-20,Housework,0.8,0.9,Completed
2024-06-20,Study History,2.1,1.9,Not Completed
2024-06-20,Yoga,2.8,2.6,Not Completed
2024-06-20,Study Blender,1.9,2.3,Completed
2024-06-20,weightlifting,0.6,0.4,Not Completed
2024-06-21,Reading,2.9,3.2,Completed
2024-06-21,Housework,2.6,1.9,Not Completed
2024-06-21,Study History,1.4,1.6,Completed
2024-06-21,Webpage Design,3.0,2.5,Not Completed
2024-06-22,weightlifting,0.7,1.0,Completed
2024-06-22,Study Blender,2.8,3.3,Completed
2024-06-22,Study Programming,2.7,1.9,Not Completed
2024-06-22,Webpage Design,1.2,1.3,Completed
2024-06-22,Study History,0.8,1.0,Completed
2024-06-22,Housework,3.5,4.1,Completed
2024-06-23,Reading,1.6,2.1,Completed
2024-06-23,Housework,2.2,2.8,Completed
2024-06-23,Yoga,3.2,4.4,Completed
2024-06-24,Yoga,2.6,3.0,Completed
2024-06-24,weightlifting,2.2,2.4,Completed
2024-06-24,Housework,3.0,2.4,Not Completed
2024-06-25,Reading,1.1,1.2,Completed
2024-06-25,Housework,2.4,2.9,Completed
2024-06-26,Study Programming,1.6,2.1,Completed
2024-06-26,Study History,0.8,1.1,Completed
2024-06-26,weightlifting,3.1,2.7,Not Completed
2024-06-27,weightlifting,3.7,5.3,Completed
2024-06-27,Study History,3.3,3.2,Not Completed
2024-06-27,Study Blender,1.8,2.7,Completed
2024-06-28,Study Blender,3.7,4.8,Completed
2024-06-28,Webpage Design,1.5,2.1,Completed
2024-06-29,Webpage Design,1.2,1.6,Completed
2024-06-29,Yoga,1.5,1.7,Completed
2024-06-29,Reading,1.7,2.5,Completed
2024-06-30,weightlifting,1.4,1.5,Completed
2024-06-30,Study Programming,0.9,0.7,Not Completed
2024-07-01,Study Blender,3.5,5.0,Completed
2024-07-01,Reading,0.8,0.7,Not Completed
2024-07-01,Study Programming,1.1,1.6,Completed
2024-07-02,Study Blender,1.9,1.4,Not Completed
2024-07-02,Webpage Design,0.6,0.4,Not Completed
2024-07-02,Yoga,0.6,0.7,Completed
2024-07-02,Housework,1.8,1.6,Not Completed
2024-07-03,Study Programming,2.2,3.3,Completed
2024-07-03,Yoga,0.8,1.2,Completed
2024-07-04,weightlifting,1.5,1.3,Not Completed
2024-07-04,Webpage Design,1.6,1.7,Completed
2024-07-04,Reading,1.7,2.5,Completed
2024-07-04,Study Programming,2.0,1.5,Not Completed
2024-07-05,Reading,2.3,3.4,Completed
2024-07-05,Study Blender,1.2,1.3,Completed
2024-07-05,weightlifting,1.0,1.1,Completed
2024-07-06,Study History,1.3,1.4,Completed
2024-07-06,Housework,2.5,3.5,Completed
2024-07-06,Study Programming,3.7,3.4,Not Completed
2024-07-06,Study Blender,3.6,3.7,Completed
2024-07-06,Webpage Design,3.6,5.1,Completed
2024-07-06,weightlifting,1.3,1.4,Completed
2024-07-07,Study Blender,0.9,0.8,Not Completed
2024-07-07,Yoga,3.3,3.8,Completed
2024-07-07,Study Programming,4.0,3.6,Not Completed
2024-07-07,weightlifting,0.9,0.8,Not Completed
2024-07-08,Reading,2.3,2.9,Completed
2024-07-08,Study Programming,1.5,2.2,Completed
2024-07-08,Webpage Design,1.0,0.9,Not Completed
2024-07-08,Yoga,2.4,2.2,Not Completed
2024-07-08,Study History,3.1,4.6,Completed
2024-07-09,Reading,0.6,0.7,Completed
2024-07-09,Yoga,1.9,1.6,Not Completed
2024-07-09,Housework,0.5,0.6,Completed
2024-07-10,Webpage Design,2.5,2.0,Not Completed
2024-07-10,Study History,2.4,3.6,Completed
2024-07-10,Study Programming,1.9,2.8,Completed
2024-07-10,Reading,1.9,2.5,Completed
2024-07-11,Housework,3.0,3.6,Completed
2024-07-11,Reading,0.9,1.1,Completed
2024-07-11,Yoga,2.6,2.7,Completed
2024-07-12,Study Blender,3.3,3.9,Completed
2024-07-12,Webpage Design,0.6,0.7,Completed
2024-07-12,Study History,1.0,1.5,Completed
2024-07-12,weightlifting,2.1,1.7,Not Completed
2024-07-12,Housework,2.2,2.2,Completed
2024-07-13,Housework,1.7,1.9,Completed
2024-07-13,Yoga,3.9,4.9,Completed
2024-07-13,Webpage Design,2.8,4.1,Completed
2024-07-13,Study History,0.6,0.5,Not Completed
2024-07-13,Reading,2.5,2.5,Completed
2024-07-14,Study Blender,3.0,4.4,Completed
2024-07-14,Yoga,1.8,1.4,Not Completed
2024-07-14,Study History,3.5,3.8,Completed
2024-07-15,Webpage Design,0.9,0.8,Not Completed
2024-07-15,Study History,1.8,1.7,Not Completed
2024-07-15,Yoga,3.3,3.6,Completed
2024-07-15,Study Programming,3.8,2.9,Not Completed
2024-07-15,Housework,1.6,2.4,Completed
2024-07-15,Study Blender,3.7,3.4,Not Completed
2024-07-16,Housework,1.0,1.4,Completed
2024-07-16,Study Programming,1.4,2.0,Completed
2024-07-17,Study Blender,2.4,1.9,Not Completed
2024-07-17,Study Programming,0.6,0.5,Not Completed
2024-07-17,Housework,2.7,3.3,Completed
2024-07-18,Reading,2.9,2.3,Not Completed
2024-07-18,Housework,1.8,2.6,Completed
2024-07-18,weightlifting,0.9,0.7,Not Completed
2024-07-18,Study History,1.9,2.0,Completed
2024-07-18,Webpage Design,1.8,1.3,Not Completed
2024-07-19,Webpage Design,1.8,2.6,Completed
2024-07-19,Reading,3.0,4.4,Completed
2024-07-19,Study Blender,2.6,2.8,Completed
2024-07-19,Housework,3.2,2.9,Not Completed
2024-07-19,Yoga,3.1,4.3,Completed
2024-07-20,Webpage Design,3.0,3.5,Completed
2024-07-20,weightlifting,0.6,0.8,Completed
2024-07-20,Reading,0.7,0.8,Completed
2024-07-20,Yoga,2.2,1.8,Not Completed
2024-07-20,Study Blender,4.0,3.7,Not Completed
2024-07-20,Study History,0.7,0.9,Completed
2024-07-21,Study Programming,2.0,2.5,Completed
2024-07-21,Study Blender,1.1,0.8,Not Completed
2024-07-21,Study History,1.3,1.9,Completed
2024-07-21,Yoga,1.4,1.1,Not Completed
2024-07-22,Yoga,1.9,2.7,Completed
2024-07-22,Study Programming,1.4,1.4,Completed
2024-07-22,Housework,0.7,0.6,Not Completed
2024-07-23,Study History,0.5,0.4,Not Completed
2024-07-23,Housework,2.5,1.8,Not Completed
2024-07-23,Yoga,3.9,4.8,Completed
2024-07-23,weightlifting,2.8,2.3,Not Completed
2024-07-23,Study Programming,3.3,4.9,Completed
2024-07-23,Reading,1.8,2.7,Completed
2024-07-24,weightlifting,4.0,4.5,Completed
2024-07-24,Yoga,3.0,4.2,Completed
2024-07-24,Reading,3.2,2.6,Not Completed
2024-07-25,Study History,1.0,0.7,Not Completed
2024-07-25,Study Programming,1.2,1.7,Completed
2024-07-25,Housework,1.1,1.4,Completed
2024-07-25,Webpage Design,2.7,2.7,Completed
2024-07-25,Study Blender,3.9,3.4,Not Completed
2024-07-26,Housework,1.9,1.6,Not Completed
2024-07-26,Webpage Design,1.6,2.2,Completed
2024-07-26,Study History,1.4,1.3,Not Completed
2024-07-27,Study History,3.6,4.6,Completed
2024-07-27,Webpage Design,3.6,2.5,Not Completed
2024-07-27,Housework,1.5,1.3,Not Completed
2024-07-27,Study Programming,3.3,2.6,Not Completed
2024-07-27,Yoga,3.2,4.4,Completed
2024-07-28,weightlifting,2.4,3.3,Completed
2024-07-28,Webpage Design,2.5,3.5,Completed
2024-07-28,Housework,2.5,3.6,Completed
2024-07-29,Reading,3.3,4.5,Completed
2024-07-29,Housework,1.3,1.5,Completed
2024-07-29,Yoga,0.8,0.8,Completed
2024-07-29,Webpage Design,3.3,3.1,Not Completed
2024-07-29,weightlifting,1.8,1.5,Not Completed
2024-07-29,Study Blender,1.2,1.8,Completed
2024-07-30,Housework,2.4,3.6,Completed
2024-07-30,Study Blender,0.8,1.0,Completed
2024-07-31,Housework,2.3,3.4,Completed
2024-07-31,Study Blender,2.6,2.6,Completed
2024-08-01,Housework,3.1,4.6,Completed
2024-08-01,Study Programming,3.4,3.6,Completed
2024-08-01,Reading,3.5,3.4,Not Completed
2024-08-02,Housework,3.0,4.0,Completed
2024-08-02,Webpage Design,1.4,1.0,Not Completed
2024-08-02,Study Blender,2.4,2.4,Completed
2024-08-02,Reading,2.8,3.3,Completed
2024-08-02,Study Programming,3.6,3.9,Completed
2024-08-03,Yoga,2.3,2.5,Completed
2024-08-03,weightlifting,3.7,4.7,Completed
2024-08-03,Housework,1.7,1.2,Not Completed
2024-08-04,Study Blender,0.6,0.6,Completed
2024-08-04,Reading,1.4,1.9,Completed
2024-08-04,Webpage Design,2.0,2.8,Completed
2024-08-04,Housework,0.6,0.7,Completed
2024-08-04,weightlifting,1.6,2.1,Completed
2024-08-05,Study Programming,0.8,0.8,Completed
2024-08-05,Yoga,2.5,1.9,Not Completed
2024-08-05,Webpage Design,3.0,3.2,Completed
2024-08-05,Study Blender,2.3,3.2,Completed
2024-08-05,weightlifting,2.8,3.1,Completed
2024-08-05,Study History,3.1,3.9,Completed
2024-08-06,Study Programming,1.1,1.5,Completed
2024-08-06,Yoga,1.9,2.4,Completed
2024-08-06,Webpage Design,3.6,2.8,Not Completed
2024-08-07,Housework,2.4,2.4,Completed
2024-08-07,Webpage Design,0.8,1.1,Completed
2024-08-07,Study Programming,2.4,3.3,Completed
2024-08-07,Reading,1.6,1.2,Not Completed
2024-08-07,weightlifting,0.7,1.0,Completed
2024-08-08,Housework,2.8,2.1,Not Completed
2024-08-08,Webpage Design,3.5,4.5,Completed
2024-08-09,Webpage Design,1.0,1.3,Completed
2024-08-09,Yoga,2.4,3.3,Completed
2024-08-09,weightlifting,1.3,1.6,Completed
2024-08-09,Study Blender,2.0,1.8,Not Completed
2024-08-09,Study History,1.3,1.2,Not Completed
2024-08-10,Reading,1.3,1.4,Completed
2024-08-10,Housework,1.5,1.6,Completed
2024-08-10,Webpage Design,3.6,4.0,Completed
2024-08-10,Study Programming,1.1,1.6,Completed
2024-08-11,Webpage Design,2.9,2.3,Not Completed
2024-08-11,Housework,3.6,4.5,Completed
2024-08-11,weightlifting,0.7,0.9,Completed
2024-08-12,Yoga,1.7,1.7,Completed
2024-08-12,Reading,3.4,4.8,Completed
2024-08-12,weightlifting,0.7,0.7,Completed
2024-08-12,Study Blender,3.7,3.4,Not Completed
2024-08-12,Study History,1.2,1.6,Completed
2024-08-13,weightlifting,1.1,1.3,Completed
2024-08-13,Study Programming,0.6,0.5,Not Completed
2024-08-13,Housework,2.7,4.0,Completed
2024-08-14,Reading,1.1,1.5,Completed
2024-08-14,Webpage Design,0.8,0.7,Not Completed
2024-08-15,Housework,2.2,2.5,Completed
2024-08-15,Study History,2.4,2.8,Completed
2024-08-15,Reading,3.7,4.8,Completed
2024-08-15,Study Programming,0.6,0.7,Completed
2024-08-15,Study Blender,1.5,1.4,Not Completed
2024-08-15,Webpage Design,4.0,3.1,Not Completed
2024-08-16,Reading,2.1,1.5,Not Completed
2024-08-16,Housework,2.9,3.0,Completed
2024-08-17,weightlifting,1.2,1.8,Completed
2024-08-17,Housework,3.1,3.8,Completed
2024-08-17,Study Blender,1.3,1.5,Completed
2024-08-18,Study Programming,1.4,2.0,Completed
2024-08-18,Reading,0.9,1.2,Completed
2024-08-18,Webpage Design,2.2,2.4,Completed
2024-08-18,Study Blender,4.0,5.2,Completed
2024-08-18,Housework,2.6,3.8,Completed
2024-08-18,Yoga,1.8,1.3,Not Completed
2024-08-19,Study Programming,1.7,1.7,Completed
2024-08-19,Study Blender,1.3,1.1,Not Completed
2024-08-19,Reading,0.9,1.1,Completed
2024-08-19,weightlifting,3.5,2.8,Not Completed
2024-08-20,Housework,3.9,3.4,Not Completed
2024-08-20,weightlifting,2.1,3.1,Completed
2024-08-20,Study Programming,0.8,1.0,Completed
2024-08-20,Yoga,1.2,1.2,Completed
2024-08-20,Webpage Design,3.9,4.9,Completed
2024-08-20,Reading,3.9,4.3,Completed
2024-08-21,Reading,3.2,4.6,Completed
2024-08-21,Yoga,1.0,1.3,Completed
2024-08-21,Study History,0.7,0.6,Not Completed
2024-08-21,Study Blender,2.6,3.1,Completed
2024-08-21,Study Programming,2.8,3.9,Completed
2024-08-22,Webpage Design,1.3,1.8,Completed
2024-08-22,Study Programming,3.5,5.1,Completed
2024-08-22,Study History,0.7,0.7,Completed
2024-08-22,Study Blender,2.1,2.4,Completed
2024-08-22,weightlifting,1.8,1.9,Completed
2024-08-23,Study History,1.1,1.2,Completed
2024-08-23,Reading,3.4,5.0,Completed
2024-08-23,Housework,2.1,1.8,Not Completed
2024-08-23,Webpage Design,1.1,1.0,Not Completed
2024-08-23,Yoga,2.1,2.7,Completed
2024-08-23,weightlifting,1.8,2.2,Completed
2024-08-24,Yoga,3.2,2.8,Not Completed
2024-08-24,Study Blender,0.6,0.6,Completed
2024-08-24,Housework,3.6,4.0,Completed
2024-08-25,Webpage Design,2.5,2.5,Completed
2024-08-25,Study Blender,0.9,0.7,Not Completed
2024-08-25,weightlifting,0.6,0.8,Completed
2024-08-25,Reading,2.0,2.5,Completed
2024-08-25,Yoga,0.9,1.3,Completed
2024-08-25,Study History,3.1,3.0,Not Completed
2024-08-26,Yoga,2.1,1.8,Not Completed
2024-08-26,Housework,2.6,3.8,Completed
2024-08-26,Study Blender,1.2,1.5,Completed
2024-08-26,weightlifting,3.2,3.3,Completed
2024-08-26,Reading,2.0,2.7,Completed
2024-08-26,Webpage Design,2.8,3.7,Completed
2024-08-27,Study History,2.7,3.7,Completed
2024-08-27,Housework,0.9,1.0,Completed
2024-08-27,Reading,3.7,2.8,Not Completed
2024-08-27,weightlifting,3.7,2.8,Not Completed
2024-08-27,Study Programming,3.0,4.0,Completed
2024-08-27,Webpage Design,1.3,1.3,Completed
2024-08-28,Webpage Design,1.0,1.0,Completed
2024-08-28,Housework,1.5,1.2,Not Completed
2024-08-28,Study History,2.5,3.2,Completed
2024-08-28,Study Programming,1.2,1.6,Completed
2024-08-28,weightlifting,0.9,1.0,Completed
2024-08-28,Study Blender,2.5,2.1,Not Completed
2024-08-29,Housework,3.1,3.5,Completed
2024-08-29,weightlifting,2.6,3.1,Completed
2024-08-30,Study Blender,3.6,4.1,Completed
2024-08-30,Study Programming,3.3,2.5,Not Completed
2024-08-31,Study History,3.3,4.8,Completed
2024-08-31,weightlifting,2.9,3.0,Completed
2024-08-31,Study Programming,3.5,3.5,Completed
2024-08-31,Housework,2.1,2.6,Completed
2024-09-01,Reading,3.5,4.6,Completed
2024-09-01,Housework,3.3,4.8,Completed
2024-09-01,Study History,0.8,0.9,Completed
2024-09-02,Webpage Design,0.6,0.9,Completed
2024-09-02,weightlifting,0.8,0.9,Completed
2024-09-02,Housework,3.7,3.5,Not Completed
2024-09-02,Study Blender,2.5,3.5,Completed
2024-09-03,Webpage Design,1.6,2.2,Completed
2024-09-03,Study History,2.0,2.5,Completed
2024-09-03,Reading,3.1,2.6,Not Completed
2024-09-03,Yoga,3.6,3.2,Not Completed
2024-09-03,Housework,1.8,1.5,Not Completed
2024-09-03,Study Blender,2.1,2.5,Completed
2024-09-04,Study Programming,4.0,3.5,Not Completed
2024-09-04,Study History,0.6,0.7,Completed
2024-09-04,Housework,3.7,5.0,Completed
2024-09-05,Study Blender,3.4,5.0,Completed
2024-09-05,Webpage Design,2.4,3.0,Completed
2024-09-05,Study History,3.8,5.5,Completed
2024-09-06,Reading,3.2,3.5,Completed
2024-09-06,Study Programming,2.4,1.9,Not Completed
2024-09-06,Yoga,0.9,1.2,Completed
2024-09-06,Housework,1.7,1.5,Not Completed
2024-09-06,Webpage Design,3.6,2.6,Not Completed
2024-09-07,Reading,3.1,3.0,Not Completed
2024-09-07,Study History,3.1,4.4,Completed
2024-09-07,Yoga,3.4,2.4,Not Completed
2024-09-07,Study Blender,3.9,5.6,Completed
2024-09-08,weightlifting,1.9,1.5,Not Completed
2024-09-08,Yoga,1.4,1.1,Not Completed
2024-09-08,Housework,2.3,2.1,Not Completed
2024-09-08,Webpage Design,1.8,1.4,Not Completed
2024-09-09,Webpage Design,2.8,4.1,Completed
2024-09-09,Reading,3.8,5.6,Completed
2024-09-09,Study Blender,1.0,1.1,Completed
2024-09-09,Yoga,2.0,2.7,Completed
2024-09-09,weightlifting,2.4,3.1,Completed
2024-09-09,Study History,2.7,2.1,Not Completed
2024-09-10,Webpage Design,3.3,2.7,Not Completed
2024-09-10,Yoga,3.4,3.7,Completed
2024-09-10,Reading,0.8,0.6,Not Completed
2024-09-10,Housework,2.3,3.2,Completed
2024-09-11,weightlifting,0.7,0.8,Completed
2024-09-11,Webpage Design,1.0,1.0,Completed
2024-09-11,Yoga,3.4,4.1,Completed
2024-09-12,weightlifting,1.2,1.7,Completed
2024-09-12,Yoga,2.9,3.7,Completed
2024-09-13,Study Programming,3.6,5.2,Completed
2024-09-13,Reading,2.2,2.7,Completed
2024-09-13,Yoga,0.9,1.2,Completed
2024-09-13,Housework,2.6,2.4,Not Completed
2024-09-13,Study Blender,1.5,1.9,Completed
2024-09-14,Study Programming,1.9,2.8,Completed
2024-09-14,Study Blender,3.5,2.8,Not Completed
2024-09-14,Webpage Design,1.9,2.1,Completed
2024-09-14,Reading,4.0,5.4,Completed
2024-09-15,Reading,1.7,2.4,Completed
2024-09-15,Study Blender,2.3,2.0,Not Completed
2024-09-16,Yoga,2.0,2.0,Completed
2024-09-16,Study Programming,0.9,0.6,Not Completed
2024-09-16,Study Blender,3.9,5.2,Completed
2024-09-16,Study History,1.9,2.4,Completed
2024-09-16,Reading,2.3,1.9,Not Completed
2024-09-16,Housework,1.0,0.7,Not Completed
2024-09-17,Webpage Design,1.5,1.8,Completed
2024-09-17,Housework,1.9,2.3,Completed
2024-09-17,Study Blender,1.3,1.3,Completed
2024-09-17,weightlifting,3.7,3.2,Not Completed
2024-09-17,Study History,1.8,1.3,Not Completed
2024-09-17,Yoga,3.8,5.5,Completed
2024-09-18,Study History,2.6,2.6,Completed
2024-09-18,Reading,1.6,1.2,Not Completed
2024-09-18,Study Programming,2.6,3.9,Completed
2024-09-18,Study Blender,1.6,1.1,Not Completed
2024-09-18,Housework,1.6,2.3,Completed
2024-09-19,Webpage Design,2.0,2.1,Completed
2024-09-19,Reading,0.9,1.0,Completed
2024-09-20,Reading,2.8,2.5,Not Completed
2024-09-20,Study Programming,1.8,1.7,Not Completed
2024-09-20,Housework,2.6,3.3,Completed
2024-09-21,weightlifting,0.8,0.6,Not Completed
2024-09-21,Study Blender,3.4,3.5,Completed
2024-09-22,Reading,0.5,0.6,Completed
2024-09-22,Housework,3.7,3.6,Not Completed
2024-09-22,Yoga,0.8,0.8,Completed
2024-09-22,Webpage Design,2.1,1.5,Not Completed
2024-09-22,Study Programming,2.0,1.5,Not Completed
2024-09-22,Study Blender,2.7,2.7,Completed
2024-09-23,Yoga,3.0,3.2,Completed
2024-09-23,Study History,1.7,1.8,Completed
2024-09-23,Study Blender,3.9,4.3,Completed
2024-09-24,Housework,0.8,1.1,Completed
2024-09-24,Study History,2.2,1.7,Not Completed
2024-09-24,Study Blender,3.5,5.1,Completed
2024-09-25,Study Programming,0.6,0.6,Completed
2024-09-25,Webpage Design,3.2,3.0,Not Completed
2024-09-25,Study Blender,1.5,1.3,Not Completed
2024-09-25,Yoga,1.0,0.9,Not Completed
2024-09-25,Reading,1.8,2.1,Completed
2024-09-26,Study Programming,3.8,5.4,Completed
2024-09-26,Study History,1.2,1.4,Completed
2024-09-26,Yoga,2.1,2.0,Not Completed
2024-09-27,Housework,3.4,3.6,Completed
2024-09-27,weightlifting,2.3,2.2,Not Completed
2024-09-27,Yoga,1.8,2.4,Completed
2024-09-27,Reading,2.3,1.7,Not Completed
2024-09-27,Study Blender,3.4,4.3,Completed
2024-09-28,Study Programming,2.2,2.1,Not Completed
2024-09-28,Housework,1.9,2.6,Completed
2024-09-28,Study Blender,1.7,1.8,Completed
2024-09-28,weightlifting,3.2,3.9,Completed
2024-09-28,Reading,1.4,1.6,Completed
2024-09-29,weightlifting,3.3,4.7,Completed
2024-09-29,Yoga,1.6,2.3,Completed
2024-09-30,Reading,3.9,3.2,Not Completed
2024-09-30,Study Blender,2.8,4.2,Completed
2024-09-30,Yoga,3.0,2.7,Not Completed
2024-09-30,Webpage Design,3.3,3.7,Completed
2024-09-30,Study Programming,3.7,5.3,Completed
2024-10-01,Webpage Design,3.8,3.9,Completed
2024-10-01,Yoga,2.8,2.4,Not Completed
2024-10-01,Study Blender,1.5,1.9,Completed
2024-10-01,Study Programming,2.9,2.7,Not Completed
2024-10-01,Housework,0.5,0.6,Completed
2024-10-01,Reading,2.7,3.8,Completed
2024-10-02,Reading,3.3,4.0,Completed
2024-10-02,Study Programming,1.2,1.2,Completed
2024-10-02,Yoga,0.8,1.1,Completed
2024-10-02,Study Blender,3.0,4.5,Completed
2024-10-02,weightlifting,3.4,2.9,Not Completed
2024-10-02,Study History,0.8,0.9,Completed
2024-10-03,Study Blender,1.0,0.9,Not Completed
2024-10-03,Study History,2.5,2.8,Completed
2024-10-04,Study Blender,0.5,0.5,Completed
2024-10-04,Reading,1.4,1.1,Not Completed
2024-10-04,Webpage Design,1.1,1.4,Completed
2024-10-04,Yoga,2.7,2.2,Not Completed
2024-10-05,Reading,2.6,2.1,Not Completed
2024-10-05,weightlifting,2.1,3.0,Completed
2024-10-05,Housework,1.6,1.5,Not Completed
2024-10-06,Housework,1.2,1.8,Completed
2024-10-06,weightlifting,3.2,3.3,Completed
2024-10-06,Yoga,2.4,2.5,Completed
2024-10-06,Reading,1.7,1.6,Not Completed
2024-10-06,Study Blender,4.0,5.0,Completed
2024-10-07,Study History,0.8,0.7,Not Completed
2024-10-07,Housework,2.3,3.2,Completed
2024-10-08,Webpage Design,3.8,4.5,Completed
2024-10-08,Housework,1.8,2.2,Completed
2024-10-08,Reading,0.8,0.9,Completed
2024-10-08,Study Programming,4.0,4.3,Completed
2024-10-08,weightlifting,1.2,1.4,Completed
2024-10-09,Study History,1.1,0.9,Not Completed
2024-10-09,Reading,2.3,3.2,Completed
2024-10-09,Housework,1.0,0.9,Not Completed
2024-10-09,weightlifting,3.5,4.5,Completed
2024-10-10,Reading,2.6,2.7,Completed
2024-10-10,Study History,1.4,1.0,Not Completed
2024-10-10,Study Programming,2.2,2.8,Completed
2024-10-10,Yoga,0.9,1.3,Completed
2024-10-10,Housework,1.2,1.1,Not Completed
2024-10-10,weightlifting,1.0,1.0,Completed
2024-10-11,Study History,0.9,0.8,Not Completed
2024-10-11,weightlifting,1.3,1.9,Completed
2024-10-11,Reading,2.2,2.9,Completed
2024-10-11,Yoga,3.1,3.9,Completed
2024-10-11,Housework,2.9,4.2,Completed
2024-10-11,Study Blender,1.4,2.1,Completed
2024-10-12,Study Programming,1.6,1.8,Completed
2024-10-12,weightlifting,1.2,1.3,Completed
2024-10-12,Housework,3.3,4.9,Completed
2024-10-12,Yoga,2.2,3.1,Completed
2024-10-12,Study History,3.6,2.8,Not Completed
2024-10-13,weightlifting,2.8,3.7,Completed
2024-10-13,Webpage Design,2.9,2.4,Not Completed
2024-10-13,Reading,2.8,2.4,Not Completed
2024-10-14,Reading,3.9,3.7,Not Completed
2024-10-14,weightlifting,1.8,2.6,Completed
2024-10-14,Study Programming,0.6,0.6,Completed
2024-10-14,Housework,2.6,2.3,Not Completed
2024-10-14,Study Blender,4.0,4.7,Completed
2024-10-14,Webpage Design,2.3,3.1,Completed
2024-10-15,Reading,0.6,0.5,Not Completed
2024-10-15,Webpage Design,3.3,4.0,Completed
2024-10-15,Yoga,2.5,3.4,Completed
2024-10-15,Housework,3.2,4.3,Completed
2024-10-16,Study History,2.0,2.6,Completed
2024-10-16,Yoga,2.0,2.7,Completed
2024-10-16,Study Programming,0.8,0.7,Not Completed
2024-10-16,weightlifting,0.9,0.8,Not Completed
